consulta,titulo,resumo,link,fonte,data,posicao,estado_heuristico,sentimento,estado,gargalo,texto_limpo,termos_relevantes,erro_classificacao
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Programa Melhor em Casa conclui com sucesso ...,"Na última quinta-feira, 23, a equipe de enfermagem do programa Melhor em Casa concluiu com sucesso o procedimento de reabilitação intensiva de ...",https://aquidaba.se.gov.br/noticias/programa-melhor-em-casa-conclui-com-sucesso-reabilita%C3%A7%C3%A3o-intensiva-de-paciente-em-aquidab%C3%A3,Prefeitura Municipal de Aquidabã,29 de jan. de 2025,10,SE,neutro,SE,pessoal,conclui sucesso ultima quinta feira equipe enfermagem concluiu sucesso procedimento reabilitacao intensiva,"feira equipe, reabilitacao, feira, enfermagem",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Governador Wilson Lima fortalece programa Melhor em ...,"Com 800 pacientes atendidos e mais de 75 mil visitas realizadas em dois anos, programa é referência nacional em atenção domiciliar.",https://www.saude.am.gov.br/governador-wilson-lima-fortalece-programa-melhor-em-casa-e-amplia-estrutura-para-atendimento-domiciliar-em-manaus/,SES-AM,21 de out. de 2025,2,PA,neutro,PA,escala,governador wilson lima fortalece atendidos mil visitas realizadas dois referencia nacional,"nacional, lima, fortalece, dois",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Programa 'Melhor em Casa' completa um ano de atuação em ...,"É o que representa o período de atuação do Programa de Atenção Domiciliar ""Melhor em Casa"", que já realizou 4.946 atendimentos por todo o município desde o dia ...",https://portalsaude.cabofrio.rj.gov.br/informa.php?id=125,Secretaria de Saúde de Cabo Frio,"['Atenção Domiciliar', 'Melhor em Casa']",3,RJ,neutro,RJ,nenhum,completa ano atuacao representa periodo atuacao realizou atendimentos todo desde dia,"atuacao, realizou, todo, representa",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Saúde Humanizada: Programa Melhor em Casa Garante ...,... Melhor em Casa ... Isso melhora a qualidade de vida e reforça a importância da atenção domiciliar como alternativa eficaz e humana dentro do SUS.,https://pocosdecaldas.mg.gov.br/noticias/saude-humanizada-programa-melhor-em-casa-garante-reabilitacao-domiciliar-com-suporte-integral/,Prefeitura de Poços de Caldas,30 de jun. de 2025,5,MG,positivo,MG,nenhum,humanizada garante melhora qualidade vida reforca importancia alternativa eficaz humana dentro,"dentro, melhora qualidade, melhora, garante",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Programa Melhor em Casa leva atendimento domiciliar ...,Programa Melhor em Casa leva atendimento domiciliar ... O atendimento é realizado pelas Equipes Multiprofissionais de Atenção Domiciliar ...,https://www.estancia.se.gov.br/site/Noticias/programa-melhor-em-casa-leva-atendimento-domiciliar-aos-pacientes-de-estncia,Prefeitura Municipal de Estância,27 de ago. de 2025,6,SE,neutro,SE,pessoal,realizado equipe multiprofissionais,"realizado equipe, realizado, multiprofissionais, equipe multiprofissionais",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Melhor em Casa leva atendimento hospitalar para as ...,"... Melhor em Casa”, serviço de atenção domiciliar indicado para pessoas que apresentam dificuldades temporárias ou definitivas de sair do ...",https://www.mogimirim.sp.gov.br/noticia/view/2158/melhor-em-casa-leva-atendimento-hospitalar-para-as-residencias-de-mogi,Mogi Mirim/SP,3 de jul. de 2019,9,PA,neutro,PA,nenhum,hospitalar indicado pessoas apresentam dificuldades temporarias definitivas sair,"indicado, pessoas apresentam, sair, temporarias",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Programa Melhor em Casa leva saúde e cuidados ...,"Programa Melhor em Casa leva saúde e cuidados humanizados a pacientes e famílias lagartenses, com mais de 2 mil atendimentos realizados desde ...",https://lagarto.se.gov.br/noticias/programa-melhor-em-casa-leva-sa%C3%BAde-e-cuidados-humanizados-pacientes-e-fam%C3%ADlias-lagartenses,Prefeitura de Lagarto,28 de jul. de 2025,10,SE,neutro,SE,nenhum,cuidados cuidados humanizados familias lagartenses mil atendimentos realizados desde,"cuidados, atendimentos realizados, mil atendimentos, desde",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Atendimento Domiciliar: Novo Enfoque na Satisfacao dos Usuarios ...,"Sugere, tambem, que a atencao domiciliar quando desenvolvida a partir de um modelo assistencial que valoriza principios da integralidade, gerenciamento do ...",https://bdtd.ibict.br/vufind/Record/UECE-0_ca0c46588acc82d51b6a2f08123437af?print=1,ibict.br,['atencao domiciliar'],1,,neutro,NA,nenhum,novo enfoque satisfacao sugere quando desenvolvida partir modelo assistencial valoriza principios integralidade gerenciamento,"principios, assistencial, quando, partir",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",MOÇÃO DE APLAUSOS Nº 64/2023. PROGRAMA MELHOR EM ...,PROGRAMA MELHOR EM CASA. Publicado em 19/05/2023 às 08:50. MOÇÃO DE APLAUSOS Nº 64/2023. PROGRAMA MELHOR EM CASA. ... Pesquisa de Satisfação. Monteiro - PB.,https://www.camarademonteiro.pb.gov.br/requerimentos/mocao/mocao-de-aplausos-no-642023-programa-melhor-em-casa,Câmara Municipal de Monteiro,"['MELHOR EM CASA', 'MELHOR EM CASA', 'Satisfação']",5,PB,neutro,PB,nenhum,mocao aplausos publicado mocao aplausos pesquisa satisfacao monteiro,"mocao, aplausos, mocao aplausos, publicado",
"""Melhor em Casa"" OR ""atencao domiciliar"" satisfacao",Esse é o resultado mensal da nossa pesquisa de satisfação ...,Amanhã é o grande dia do 1º Fórum Maranhense do Programa Melhor em Casa! Um encontro pensado para fortalecer a Atenção Domiciliar no ...,https://www.instagram.com/reel/DW4h0euDobj/,Instagram · alberguemartimlutero,,6,PA,neutro,PA,nenhum,resultado mensal pesquisa satisfacao amanha grande dia forum maranhense encontro pensado fortalecer,"maranhense, forum maranhense, maranhense encontro, pesquisa",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa: Atenção domiciliar é ...,Programa Melhor em Casa: Atenção domiciliar é apresentada a futuros médicos em Santarém ... Deseja falar com a Ouvidoria? Sugestão · Elogio.,https://santarem.pa.gov.br/noticias/saude/programa-melhor-em-casa-atencao-domiciliar-e-apresentada-a-futuros-medicos-em-santarem-5hpzvg,Prefeitura de Santarém,2 de mar. de 2026,1,PA,neutro,PA,pessoal,apresentada futuros medicos santarem deseja falar sugestao elogio,"apresentada, futuros, santarem, apresentada futuros",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",​O programa Melhor em Casa vai além da assistência ...,"... likes, 38 comments - prefeituradeteixeiradefreitas on March 23, 2026: ""​O programa Melhor em Casa ... Um marco para a Atenção Domiciliar no ...",https://www.instagram.com/reel/DWOkUzQDb18/,Instagram · prefeituradeteixeiradefreitas,,2,PA,neutro,PA,nenhum,vai assistencia likes comments prefeituradeteixeiradefreitas march marco,"vai, assistencia",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Dia de acompanhar de perto o trabalho do Melhor em Casa ...,"O trabalho do Melhor em Casa faz toda diferença, levando atendimento humanizado até quem mais precisa. #Saúde #MelhorEmCasa #Planaltina. more. View all ...",https://www.instagram.com/p/DN3Ezls2vcg/,Instagram,['Melhor em Casa'],3,,positivo,NA,nenhum,dia acompanhar perto trabalho trabalho toda diferenca levando humanizado precisa melhoremcasa planaltina more view all,"trabalho, diferenca, toda, dia",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa “Melhor em Casa” é ampliado e pacientes ...,"O “Melhor em Casa” é um serviço de atenção domiciliar do Sistema ... Para queixas, sugestões e elogios, clique aqui. Compartilhar ...",https://www.alagoinhas.ba.gov.br/index.php/programa-melhor-em-casa-e-ampliado-e-pacientes-passam-a-ser-acompanhados-desde-a-alta-hospitalar/,Prefeitura de Alagoinhas,7 de mai. de 2025,4,PA,neutro,PA,nenhum,ampliado queixas sugestoes elogios compartilhar,"ampliado, sugestoes, elogios",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Evandro Leitão,"O Programa Melhor em Casa também faz a diferença na assistência domiciliar, com 35 equipes multiprofissionais em atividade e mais de 96 mil atendimentos...",https://www.facebook.com/evandroleitao/posts/o-programa-melhor-em-casa-tamb%C3%A9m-faz-a-diferen%C3%A7a-na-assist%C3%AAncia-domiciliar-com-3/1374541114241754/,Facebook,['Melhor em Casa'],5,,neutro,NA,pessoal,evandro leitao diferenca assistencia equipe multiprofissionais atividade mil atendimentos,"diferenca, mil atendimentos, mil, multiprofissionais",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Veja o lindo trabalho de atendimento a população das ...,"Veja o lindo trabalho de atendimento a população das equipes do Melhor em Casa ... São João de Meriti - Notícias, denúncias, elogios e críticas.",https://www.facebook.com/PMSJMoficial/videos/melhor-em-casa/190363932403284/,Facebook · Prefeitura de São João de Meriti,,6,,neutro,NA,pessoal,veja lindo trabalho populacao veja lindo trabalho populacao equipe joao meriti noticias denuncias elogios criticas,"veja, lindo, veja lindo, lindo trabalho",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa leva atendimento humanizado ...,"O Programa Melhor em Casa, que realiza atendimento domiciliar e cuidados especializados em pacientes com doenças agudas e crônicas graves, já ...",https://site.vicosa.al.gov.br/noticias/programa-melhor-em-casa-leva-atendimento-humanizado-a-44-pacientes-de-vicosa,Prefeitura Municipal de Viçosa/AL,27 de abr. de 2022,7,AL,positivo,AL,nenhum,humanizado realiza cuidados especializados doencas agudas cronicas graves,"realiza cuidados, especializados, agudas, cronicas",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa 'Melhor em Casa' de José de Freitas recebe elogios ...,"O 'Melhor em Casa' atende atualmente 43 pacientes, em média, 10 visitas por dia onde são realizados serviços como: acompanhamento pós-operatório, cuidados ...",https://180graus.com/jose-de-freitas/programa-melhor-em-casa-de-jose-de-freitas-recebe-elogios-dos-tecnicos-do-ministerio-da-saude/,180graus,['Melhor em Casa'],8,,positivo,NA,escala,jose freitas recebe elogios atende atualmente media visitas dia onde realizados acompanhamento pos operatorio cuidados,"pos, jose, acompanhamento, onde",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Equipes da Atenção Domiciliar de São Pedro da Aldeia ...,"Equipes da Atenção Domiciliar de São Pedro da Aldeia recebem Moção de Aplausos na Câmara Municipal ... Melhor em Casa, Apoio Domiciliar e ...",https://pmspa.rj.gov.br/equipes-da-atencao-domiciliar-de-sao-pedro-da-aldeia-recebem-mocao-de-aplausos-na-camara-municipal/,Prefeitura de São Pedro da Aldeia,6 de jul. de 2021,9,RJ,neutro,RJ,pessoal,equipe pedro aldeia equipe pedro aldeia recebem mocao aplausos camara municipal apoio,"mocao, aplausos, mocao aplausos, camara",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa leva atendimento ...,Programa Melhor em Casa leva atendimento especializado a pacientes em Senador Canedo. O serviço é realizado por uma equipe multiprofissional ...,https://senadorcanedo.go.gov.br/programa-melhor-em-casa-leva-atendimento-especializado-a-pacientes-em-senador-canedo/,Site da Prefeitura de Senador Canedo,17 de jan. de 2025,10,GO,positivo,GO,pessoal,senador canedo realizado equipe multiprofissional,"realizado equipe, realizado, equipe multiprofissional, multiprofissional",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Melhor em Casa,Início Solicitação Elogios Sugestões Reclamações ... Melhor em Casa. A Rede de Atenção à Saúde – RAS – trabalha também com a modalidade de Atenção Domiciliar ...,https://www.santahelena.go.gov.br/servico/melhor-em-casa/,Prefeitura de Santa Helena de Goiás,"['Elogios', 'Melhor em Casa', 'Atenção Domiciliar']",1,GO,neutro,GO,nenhum,inicio solicitacao elogios sugestoes reclamacoes rede ras trabalha modalidade,"inicio, modalidade, sugestoes, solicitacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio","Prefeitura de Maricá on Instagram: ""O Melhor em Casa faz a ...","SAD Serviço de ServiçodeAtenção Atenção Domiciliar encontramos o apoio do Melhor em Casa, Malbor em . ang asHnude.a $07 582 BIGNCLASS8 ERYES ...",https://www.instagram.com/reel/DNk5hovRxpT/,Instagram · prefeiturademarica,,2,,neutro,NA,nenhum,marica servicodeatencao encontramos apoio malbor ang ashnude bignclass eryes,apoio,
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa: Mais pacientes recebem ...,Com mais de 80 pacientes acompanhados ajuda a reduzir internações e melhora a qualidade de vida dos usuários. O Programa Melhor em Casa ...,https://santarem.pa.gov.br/noticias/saude/programa-melhor-em-casa-mais-pacientes-recebem-atendimento-domiciliar-em-santarem-q8yb8o,Prefeitura de Santarém,20 de out. de 2025,3,PA,positivo,PA,nenhum,recebem acompanhados ajuda reduzir internacoes melhora qualidade vida,"melhora qualidade, acompanhados, ajuda reduzir, reduzir internacoes",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",SERVIÇO DE ATENÇÃO DOMICILIAR (SAD) EM DUQUE ...,SERVIÇO DE ATENÇÃO DOMICILIAR (SAD) EM DUQUE DE CAXIAS REGISTRA MAIS DE 13 MIL ATENDIMENTOS ENTRE OS ANOS DE 2022 E 2023. SERVIÇO DE ATENÇÃO DOMICILIAR (SAD) ...,https://duquedecaxias.rj.gov.br/noticia/servico-de-atencao-domiciliar-(sad)-em-duque-de-caxias-registra-mais-de-13-mil-atendimentos-entre-os-anos-de-2022-e-2023/4794,Prefeitura de Duque de Caxias,"['ATENÇÃO DOMICILIAR', 'ATENÇÃO DOMICILIAR']",4,RJ,neutro,RJ,nenhum,duque duque caxias registra mil atendimentos,"mil atendimentos, mil, atendimentos",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",O Programa Melhor em Casa da Secretaria de Saúde de ...,"Grama Melhor em Casa, cuidado humanizado e atendimento de qualidade ... Atenção Domiciliar (Emad). As visitas são voltadas para ...",https://www.instagram.com/reel/DNReWYyxYg7/,Instagram · saude_campoverde,,6,PA,positivo,PA,escala,grama cuidado humanizado qualidade emad visitas voltadas,"cuidado humanizado, humanizado, visitas, emad",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa atende mais de 100 pacientes ...,"“O programa Melhor em Casa ajuda a reduzir internações desnecessárias e filas nos serviços de urgência e emergência, já que a assistência, ...",https://aguaslindasdegoias.go.gov.br/programa-melhor-em-casa-atende-mais-de-100-pacientes-em-aguas-lindas/,Prefeitura Municipal de Águas Lindas de Goiás,16 de abr. de 2015,8,GO,misto,GO,nenhum,atende ajuda reduzir internacoes desnecessarias filas urgencia emergencia assistencia,"emergencia, urgencia emergencia, ajuda reduzir, reduzir internacoes",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Atenção Domiciliar Unimed - Unimed Itajubá,"O GCE está voltado para a atenção domiciliar que envolve ações de promoção à saúde, à prevenção e o tratamento de doenças no âmbito domiciliar, ...",https://www.unimed.coop.br/site/web/itajuba/atencao-domiciliar-unimed,Unimed,['atenção domiciliar'],9,PA,positivo,PA,nenhum,unimed unimed itajuba gce voltado envolve acoes promocao prevencao tratamento doencas ambito,"unimed, tratamento doencas, promocao, acoes promocao",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Veja o lindo trabalho de atendimento a população das ...,Veja o lindo trabalho de atendimento a população das equipes do Melhor em Casa. Parabéns a esses profissionais que estão na linha de frente ...,https://www.facebook.com/PMSJMoficial/posts/veja-o-lindo-trabalho-de-atendimento-a-popula%C3%A7%C3%A3o-das-equipes-do-melhor-em-casa-p/3246308308752880/,Facebook · Prefeitura de São João de Meriti,['Melhor em Casa'],10,PA,neutro,PA,pessoal,veja lindo trabalho populacao veja lindo trabalho populacao equipe parabens esses profissionais estao linha frente,"veja, lindo, veja lindo, lindo trabalho",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Programa Melhor em Casa acompanha pacientes em ...,"Elogios ... Eles foram acompanhados da mãe, dona Adelícia Peres, de 84 anos, que agradeceu à SMS e ao programa Melhor em Casa pelo empenho.",https://www.rioverde.go.gov.br/programa-melhor-em-casa-acompanha-pacientes-em-trindade/,Prefeitura Municipal de Rio Verde,9 de out. de 2019,3,GO,neutro,GO,nenhum,acompanha elogios acompanhados mae dona adelicia peres agradeceu sms empenho,"dona, mae, acompanhados, sms",
"""Melhor em Casa"" OR ""atencao domiciliar"" elogio",Equipe de atenção domiciliar comemora 100 anos ...,"Equipe de atenção domiciliar comemora 100 anos de paciente. Érika Bragança, da Agência Saúde. Na manhã desta quarta-feira (5), profissionais do ...",https://saude.df.gov.br/w/equipe-de-atencao-domiciliar-comemora-100-anos-de-paciente,Secretaria de Saúde do Distrito Federal,5 de jun. de 2019,4,DF,neutro,DF,pessoal,equipe comemora equipe comemora erika braganca agencia manha desta quarta feira profissionais,"desta, equipe, profissionais, feira",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",HOME CARE MELHOR EM CASA,Qual a reputação de HOME CARE MELHOR EM CASA ? Sem reputação definida. Essa empresa ainda não possui 10 reclamações avaliadas para calcularmos a reputação.,https://www.reclameaqui.com.br/empresa/home-care-melhor-em-casa/,Reclame Aqui,"['MELHOR EM CASA', 'reclamações']",1,PA,negativo,PA,nenhum,reputacao reputacao reclamacoes reputacao,"reputacao, reputacao reputacao, reputacao reclamacoes, reclamacoes reputacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Lista de reclamações: HOME CARE MELHOR EM CASA,Qual a reputação de HOME CARE MELHOR EM CASA ? Sem reputação definida. Essa empresa ainda não possui 10 reclamações avaliadas para calcularmos a reputação.,https://www.reclameaqui.com.br/empresa/home-care-melhor-em-casa/lista-reclamacoes/,Reclame Aqui,"['MELHOR EM CASA', 'reclamações']",2,PA,negativo,PA,nenhum,reclamacoes reputacao reputacao reclamacoes reputacao,"reputacao, reclamacoes reputacao, reclamacoes, reputacao reputacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Lista de reclamações: HOME CARE MELHOR EM CASA,Qual a reputação de HOME CARE MELHOR EM CASA ? Sem reputação definida. Essa empresa ainda não possui 10 reclamações avaliadas para calcularmos a reputação.,https://www.reclameaqui.com.br/empresa/home-care-melhor-em-casa/lista-reclamacoes/?problema=0000000000001463,Reclame AQUI,"['MELHOR EM CASA', 'reclamações']",3,PA,negativo,PA,nenhum,reclamacoes reputacao reputacao reclamacoes reputacao,"reputacao, reclamacoes reputacao, reclamacoes, reputacao reputacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Lista de reclamações: HOME CARE MELHOR EM CASA,Qual a reputação de HOME CARE MELHOR EM CASA ? Sem reputação definida. Essa empresa ainda não possui 10 reclamações avaliadas para calcularmos a reputação.,https://www.reclameaqui.com.br/empresa/home-care-melhor-em-casa/lista-reclamacoes/?status=NOT_ANSWERED,Reclame Aqui,"['MELHOR EM CASA', 'reclamações']",5,PA,negativo,PA,nenhum,reclamacoes reputacao reputacao reclamacoes reputacao,"reputacao, reclamacoes reputacao, reclamacoes, reputacao reputacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",O Programa Melhor em Casa (ou Serviço de Atenção Domiciliar,O Programa Melhor em Casa (ou Serviço de Atenção Domiciliar - SAD) do Ministério da Saúde visa oferecer cuidados de saúde no domicílio para pacientes que ...,https://www.instagram.com/reel/DRNNXK1j9Eu/,Instagram,"['Melhor em Casa', 'Atenção Domiciliar']",7,PA,negativo,PA,nenhum,visa oferecer cuidados domicilio,"cuidados domicilio, oferecer, domicilio, cuidados",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Denúncia Elogio Reclamação (vazio)Total,Finalizado Reclamação sobre equipe do Melhor em casa. Finalizado Reclamação ... Finalizado Reclamação sobre equipe do Melhor em casa. (vazio) (vazio). 18 ...,https://www.leme.sp.gov.br/download/paginasadicionaisarquivos/1549,Prefeitura Municipal de Leme,"['Reclamação', 'Melhor em casa', 'Reclamação', 'Reclamação', 'Melhor em casa']",8,SP,negativo,SP,pessoal,denuncia elogio reclamacao total reclamacao equipe reclamacao reclamacao equipe,"reclamacao, elogio, denuncia, equipe",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Pior em Casa | Desativação do Programa Melhor em Casa ...,... Melhor em Casa pela Prefeitura de Cabo Frio ... Após três meses de reclamações esgoto segue jorrando em rua de Cabo Frio,https://www.instagram.com/reel/DOcS_goDLB1/,Instagram · faladirleioficial,,10,,negativo,NA,nenhum,pior desativacao cabo frio apos tres meses reclamacoes esgoto segue jorrando rua cabo frio,"tres, apos, segue, reclamacoes",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",empresa brasileira de serviços hospitalares,"Possui 5 equipes de atendimento domiciliar através dos programas de Atenção Domiciliar Interdisciplinar - PIDI e Melhor em Casa, que atendem, em média, 150.",https://www.gov.br/hubrasil/pt-br/hospitais-universitarios/regiao-sul/he-ufpel/acesso-a-informacao/acoes-e-programas/Carta_de_Servicos_HE_UFPel_v5_MARCO2026.pdf,www.gov.br,"['Atenção Domiciliar', 'Melhor em Casa']",2,,negativo,NA,pessoal,brasileira hospitalares equipe atraves programas interdisciplinar pidi atendem media,"atraves, hospitalares, programas, media",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Fale Conosco,Programa Melhor em Casa - SMS · Programa Oxigenoterapia/CPAP - SMS · Protocolo Eletrônico Doc. Radioterapia Externa · Repositório de Documentos · Req. Interna ...,https://www.ghc.com.br/default.asp?idMenu=ouvidoria&idSubMenu=5,Grupo Hospitalar Conceição,['Melhor em Casa'],4,,negativo,NA,nenhum,fale conosco sms oxigenoterapia cpap sms protocolo eletronico doc radioterapia externa repositorio documentos req interna,"sms, documentos, oxigenoterapia, doc",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Desafios e estratégias no atendimento domiciliar ...,Procedimentos para Reclamação dos Autores · Política de Conflito de ... Organização da atenção domiciliar com o Programa Melhor em Casa.,https://ojs.cuadernoseducacion.com/ojs/index.php/ced/article/view/5147,Cuadernos de Educación y Desarrollo,"['Reclamação', 'atenção domiciliar', 'Melhor em Casa']",5,PA,negativo,PA,nenhum,desafios estrategias procedimentos reclamacao autores politica conflito organizacao,"procedimentos, politica, estrategias, reclamacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Atenção Domiciliar - Unimed Anápolis,"Atenção Domiciliar - Unimed Anápolis. Banner Title Example. This is a ... Reclamação, Sugestão, Apreciação, Solicitação. Mensagem. Anexo (5mb) (doc ...",https://www.unimed.coop.br/site/web/anapolis/atencao-domiciliar,Unimed,"['Atenção Domiciliar', 'Reclamação']",6,,negativo,NA,nenhum,unimed anapolis unimed anapolis banner title example this reclamacao sugestao apreciacao solicitacao mensagem anexo doc,"unimed, sugestao, doc, solicitacao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Câmara Municipal de Jaguariúna,"""Melhor em Casa"", que atende idosos e pessoas acamadas em domicilio, quantos servidores estão envolvidos no programa, quais as qualificações e ...",https://jaguariuna.sp.leg.br/wp-content/uploads/2021/05/MELHOR-EM-CASA-WBM-19-05-2021.pdf,sp.leg.br,['Melhor em Casa'],7,SP,misto,SP,nenhum,camara municipal jaguariuna atende idosos pessoas acamadas domicilio quantos servidores estao envolvidos quais qualificacoes,"quais, camara, camara municipal, estao",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Você sabia que a Secretaria de Saúde conta com dois ...,"Já a Ouvidoria é o canal destinado ao registro de manifestações, como reclamações, sugestões, solicitações, denúncias e elogios, contribuindo ...",https://www.facebook.com/prefeituraguaratingueta/videos/voc%C3%AA-sabia-que-a-secretaria-de-sa%C3%BAde-conta-com-dois-importantes-canais-de-atendi/791646930647105/,Facebook · Prefeitura Municipal da Estância Turística de Guaratinguetá,,8,,negativo,NA,nenhum,voce sabia conta dois canal destinado registro manifestacoes reclamacoes sugestoes solicitacoes denuncias elogios contribuindo,"manifestacoes, sabia, voce sabia, denuncias",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Atenção Domiciliar - Home Doctor,"A frequência das visitas é definida na avaliação inicial através do Plano de Atenção Domiciliar (PAD). Elaboramos um PAD individualizado, com reavaliações ...",https://homedoctor.com.br/atencao-domiciliar/,homedoctor.com.br,['Atenção Domiciliar'],9,,negativo,NA,escala,doctor frequencia visitas avaliacao inicial atraves plano pad elaboramos pad individualizado reavaliacoes,"inicial, avaliacao inicial, plano, atraves",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",RELATÓRIO GERENCIAL,PROGRAMA MELHOR EM CASA. 0. 1. 0. 0. 0. 0. 1. PROGRAMA DE SAUDE DA MULHER. 0. 0. 1. 0. 0. 0. 1. VIGILÂNCIA EPIDEMIOLÓGICA. 0. 0. 0. 1. 0. 0. 1. PRATICAS ...,https://docs.uberlandia.mg.gov.br/wp-content/uploads/2022/07/Relat%C3%B3rio-Gerencial-2%C2%BA-Quadrimestre-2018.pdf,Portal da Prefeitura de Uberlândia,['MELHOR EM CASA'],10,MG,negativo,MG,nenhum,relatorio gerencial mulher vigilancia epidemiologica praticas,"praticas, relatorio",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Falta de Atendimento do Programa Melhor em Casa Após ...,Venho por meio deste registrar reclamação formal pela ausência de atendimento do Programa Melhor em Casa a paciente encaminhado pelo hospital no ...,https://www.reclameaqui.com.br/secretaria-municipal-de-saude/falta-de-atendimento-do-programa-melhor-em-casa-apos-alta-hospitalar_PB48p51006LmVS76/,Reclame Aqui,8 de jan. de 2026,1,,negativo,NA,nenhum,falta apos venho meio deste registrar reclamacao formal ausencia encaminhado hospital,"deste, apos, reclamacao, meio",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",universidade católica de pelotas,"Palavras Chave: Política de Atenção Domiciliar, Programa Melhor em Casa, ... Não tenho reclamações, só elogios, o Melhor em Casa é excelente. Os alimentos ...",https://pos.ucpel.edu.br/ppgps/wp-content/uploads/sites/5/2022/02/Marcia-Inez-Xavier-dos-Santos-REPERCUSSOES-DA-PANDEMIA-COVID-19-NO-CONTEXTO-DA-ATENCAO-DOMICILIAR-PRESTADA-PELO-PROGRAMA-MELHOR-EM-CASA-NO-MUNICIPIO-DE-PELOTAS-RS.pdf,Universidade Católica de Pelotas - UCPel,"['Atenção Domiciliar', 'Melhor em Casa', 'reclamações', 'Melhor em Casa']",5,RS,negativo,RS,nenhum,universidade catolica pelotas palavras chave politica tenho reclamacoes elogios excelente alimentos,"politica, pelotas, elogios, reclamacoes",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Prefeitura de São João de Meriti,"O programa Melhor em Casa levou cuidadores e pacientes para uma visita ao Museu do Amanhã, onde conheceram a exposição “Do Cosmos a Nós”.",https://www.facebook.com/PMSJMoficial/posts/o-programa-melhor-em-casa-levou-cuidadores-e-pacientes-para-uma-visita-ao-museu-/1357573526410405/,Facebook · Prefeitura de São João de Meriti,['Melhor em Casa'],6,PA,negativo,PA,pessoal,joao meriti levou cuidadores visita museu amanha onde conheceram exposicao cosmos,"amanha, joao, meriti, joao meriti",
"""Melhor em Casa"" OR ""atencao domiciliar"" reclamacao",Home care: o que é e como funciona? - JusVita,"O “Melhor em Casa” atende cidadãos com dificuldades temporárias ou definitivas de se locomoverem até uma unidade de saúde, ou que tenham o ...",https://www.jusvita.com.br/blog/home-care-o-que-e-e-como-funciona/,jusvita.com.br,6 de jan. de 2022,7,SE,misto,SE,nenhum,funciona jusvita atende cidadaos dificuldades temporarias definitivas locomoverem tenham,"temporarias, definitivas, dificuldades temporarias, temporarias definitivas",
